"index","created_at","word","value"
278,2020-04-25,"a",0
279,2020-04-25,"few",0
280,2020-04-25,"sho",0
281,2020-04-25,"https",0
282,2020-04-25,"t.co",0
283,2020-04-25,"0tqw1upnvv",0
284,2020-04-25,"rt",0
285,2020-04-25,"kgosztola",0
286,2020-04-25,"federal",0
287,2020-04-25,"judge",0
288,2020-04-25,"randal",0
289,2020-04-25,"hall",0
290,2020-04-25,"rejected",-1
291,2020-04-25,"nsa",0
292,2020-04-25,"whistleblower",0
293,2020-04-25,"reality",0
294,2020-04-25,"winner's",0
295,2020-04-25,"request",0
296,2020-04-25,"for",0
297,2020-04-25,"release",0
298,2020-04-25,"from",0
299,2020-04-25,"fmc",0
300,2020-04-25,"carswell",0
301,2020-04-25,"even",0
302,2020-04-25,"as",0
303,2020-04-25,"covid",0
304,2020-04-25,"1",0
305,2020-04-25,"rt",0
306,2020-04-25,"steverustad1",0
307,2020-04-25,"890,000",0
308,2020-04-25,"americans",0
309,2020-04-25,"have",0
310,2020-04-25,"been",0
311,2020-04-25,"stricken",-2
312,2020-04-25,"by",0
313,2020-04-25,"covid",0
314,2020-04-25,"19",0
315,2020-04-25,"51,000",0
316,2020-04-25,"are",0
317,2020-04-25,"dead",-3
318,2020-04-25,"22,000,000",0
319,2020-04-25,"have",0
320,2020-04-25,"lost",-3
321,2020-04-25,"their",0
322,2020-04-25,"jobs",0
323,2020-04-25,"why",0
324,2020-04-25,"the",0
325,2020-04-25,"hell",-4
326,2020-04-25,"does",0
327,2020-04-26,"rt",0
328,2020-04-26,"franktmcveety",0
329,2020-04-26,"goldstein",0
330,2020-04-26,"big",1
331,2020-04-26,"government",0
332,2020-04-26,"failed",-2
333,2020-04-26,"in",0
334,2020-04-26,"covid",0
335,2020-04-26,"19",0
336,2020-04-26,"pandemic",0
337,2020-04-26,"https",0
338,2020-04-26,"t.co",0
339,2020-04-26,"m3xlagvfwk",0
340,2020-04-26,"rt",0
341,2020-04-26,"donplett",0
342,2020-04-26,"7",0
343,2020-04-26,"prime",0
344,2020-04-26,"minister",0
345,2020-04-26,"trudeau",0
346,2020-04-26,"and",0
347,2020-04-26,"his",0
348,2020-04-26,"government",0
349,2020-04-26,"need",0
350,2020-04-26,"to",0
351,2020-04-26,"be",0
352,2020-04-26,"accountable",0
353,2020-04-26,"to",0
354,2020-04-26,"parliament",0
355,2020-04-26,"amp",0
356,2020-04-26,"canadians",0
357,2020-04-26,"over",0
358,2020-04-26,"the",0
359,2020-04-26,"last",0
360,2020-04-26,"2",0
361,2020-04-26,"days",0
362,2020-04-26,"i",0
363,2020-04-26,"raised",0
364,2020-04-26,"rt",0
365,2020-04-26,"agproudmary",0
366,2020-04-26,"heart",0
367,2020-04-26,"wrenching",0
368,2020-04-26,"is",0
369,2020-04-26,"an",0
370,2020-04-26,"understatement",0
371,2020-04-26,"my",0
372,2020-04-26,"entire",0
373,2020-04-26,"body",0
374,2020-04-26,"is",0
375,2020-04-26,"reacting",0
376,2020-04-26,"to",0
377,2020-04-26,"this",0
378,2020-04-26,"in",0
379,2020-04-26,"a",0
380,2020-04-26,"way",0
381,2020-04-26,"that",0
382,2020-04-26,"i've",0
383,2020-04-26,"never",0
384,2020-04-26,"had",0
385,2020-04-26,"myself",0
386,2020-04-26,"react",0
387,2020-04-26,"said",0
388,2020-04-27,"drjacobsrad",0
389,2020-04-27,"this",0
390,2020-04-27,"is",0
391,2020-04-27,"good",3
392,2020-04-27,"to",0
393,2020-04-27,"know",0
394,2020-04-27,"maybe",0
395,2020-04-27,"our",0
396,2020-04-27,"government",0
397,2020-04-27,"can",0
398,2020-04-27,"now",0
399,2020-04-27,"explain",0
400,2020-04-27,"this",0
401,2020-04-27,"timeline",0
402,2020-04-27,"for",0
403,2020-04-27,"us",0
404,2020-04-27,"https",0
405,2020-04-27,"t.co",0
406,2020-04-27,"rbxsxfgxv7",0
407,2020-04-27,"rt",0
408,2020-04-27,"alancross",0
409,2020-04-27,"what's",0
410,2020-04-27,"the",0
411,2020-04-27,"first",0
412,2020-04-27,"thing",0
413,2020-04-27,"you",0
414,2020-04-27,"want",1
415,2020-04-27,"to",0
416,2020-04-27,"do",0
417,2020-04-27,"when",0
418,2020-04-27,"the",0
419,2020-04-27,"covid",0
420,2020-04-27,"19",0
421,2020-04-27,"lockdowns",0
422,2020-04-27,"ease",2
423,2020-04-27,"rt",0
424,2020-04-27,"toddsmithpc",0
425,2020-04-27,"during",0
426,2020-04-27,"the",0
427,2020-04-27,"covid",0
428,2020-04-27,"19",0
429,2020-04-27,"outbreak",0
430,2020-04-27,"our",0
431,2020-04-27,"government",0
432,2020-04-27,"is",0
433,2020-04-27,"expanding",0
434,2020-04-27,"the",0
435,2020-04-27,"list",0
436,2020-04-27,"of",0
437,2020-04-27,"eligible",0
438,2020-04-27,"expenses",0
439,2020-04-27,"to",0
440,2020-04-27,"include",0
441,2020-04-27,"at",0
442,2020-04-27,"home",0
443,2020-04-27,"activities",0
444,2020-04-27,"un",0
445,2020-04-28,"rt",0
446,2020-04-28,"sunnybrook",0
447,2020-04-28,"we're",0
448,2020-04-28,"living",0
449,2020-04-28,"in",0
450,2020-04-28,"extraordinary",0
451,2020-04-28,"times",0
452,2020-04-28,"that",0
453,2020-04-28,"may",0
454,2020-04-28,"be",0
455,2020-04-28,"leading",0
456,2020-04-28,"to",0
457,2020-04-28,"feelings",0
458,2020-04-28,"of",0
459,2020-04-28,"stress",0
460,2020-04-28,"anxiety",-2
461,2020-04-28,"amp",0
462,2020-04-28,"fear",-2
463,2020-04-28,"tips",0
464,2020-04-28,"to",0
465,2020-04-28,"help",2
466,2020-04-28,"keep",0
467,2020-04-28,"well",0
468,2020-04-28,"rt",0
469,2020-04-28,"ctvnews",0
470,2020-04-28,"prime",0
471,2020-04-28,"minister",0
472,2020-04-28,"justin",0
473,2020-04-28,"trudeau",0
474,2020-04-28,"says",0
475,2020-04-28,"the",0
476,2020-04-28,"covid",0
477,2020-04-28,"19",0
478,2020-04-28,"curve",0
479,2020-04-28,"has",0
480,2020-04-28,"flattened",0
481,2020-04-28,"in",0
482,2020-04-28,"many",0
483,2020-04-28,"parts",0
484,2020-04-28,"of",0
485,2020-04-28,"the",0
486,2020-04-28,"country",0
487,2020-04-28,"but",0
488,2020-04-28,"we’re",0
489,2020-04-28,"not",0
490,2020-04-28,"out",0
491,2020-04-28,"of",0
492,2020-04-28,"the",0
493,2020-04-28,"wo",0
494,2020-04-28,"rt",0
495,2020-04-28,"cbcbooks",0
496,2020-04-28,"i",0
497,2020-04-28,"was",0
498,2020-04-28,"very",0
499,2020-04-28,"surprised",0
500,2020-04-28,"that",0
501,2020-04-28,"something",0
502,2020-04-28,"like",2
503,2020-04-28,"this",0
504,2020-04-28,"didn't",0
505,2020-04-28,"exist",0
506,2020-04-28,"prior",0
507,2020-04-28,"to",0
508,2020-04-28,"now",0
509,2020-04-28,"and",0
510,2020-04-28,"that's",0
511,2020-04-28,"more",0
512,2020-04-28,"of",0
513,2020-04-28,"a",0
514,2020-04-28,"commentary",0
515,2020-04-28,"on",0
516,2020-04-28,"canadian",0
517,2020-04-28,"booksell",0
518,2020-04-29,"rt",0
519,2020-04-29,"xy5z89",0
520,2020-04-29,"breaking",0
521,2020-04-29,"news",0
522,2020-04-29,"germany",0
523,2020-04-29,"mainz",0
524,2020-04-29,"rheinlandpfalz",0
525,2020-04-29,"coronavirus",0
526,2020-04-29,"the",0
527,2020-04-29,"mainz",0
528,2020-04-29,"based",0
529,2020-04-29,"biotech",0
530,2020-04-29,"company",0
531,2020-04-29,"biontech",0
532,2020-04-29,"and",0
533,2020-04-29,"the",0
534,2020-04-29,"us",0
535,2020-04-29,"pharmaceuti",0
536,2020-04-29,"rt",0
537,2020-04-29,"coreysdigs",0
538,2020-04-29,"poll",0
539,2020-04-29,"for",0
540,2020-04-29,"potus",0
541,2020-04-29,"realdonaldtrump",0
542,2020-04-29,"fdacommissioner",0
543,2020-04-29,"will",0
544,2020-04-29,"you",0
545,2020-04-29,"get",0
546,2020-04-29,"a",0
547,2020-04-29,"covid",0
548,2020-04-29,"19",0
549,2020-04-29,"vaccine",0
550,2020-04-29,"injection",0
551,2020-04-29,"if",0
552,2020-04-29,"one",0
553,2020-04-29,"is",0
554,2020-04-29,"approved",2
555,2020-04-29,"by",0
556,2020-04-29,"the",0
557,2020-04-29,"fda",0
558,2020-04-29,"there",0
559,2020-04-29,"are",0
560,2020-04-29,"many",0
561,2020-04-29,"advocates",0
562,2020-04-29,"of",0
563,2020-04-29,"virtual",0
564,2020-04-29,"care",2
565,2020-04-29,"also",0
566,2020-04-29,"known",0
567,2020-04-29,"as",0
568,2020-04-29,"telemedicine",0
569,2020-04-29,"which",0
570,2020-04-29,"can",0
571,2020-04-29,"include",0
572,2020-04-29,"video",0
573,2020-04-29,"conferencing",0
574,2020-04-29,"e",0
575,2020-04-29,"mails",0
576,2020-04-29,"https",0
577,2020-04-29,"t.co",0
578,2020-04-29,"rhxdrbnupw",0
579,2020-04-30,"rt",0
580,2020-04-30,"linda4workers",0
581,2020-04-30,"stand",0
582,2020-04-30,"strong",2
583,2020-04-30,"seiuhealthcan",0
584,2020-04-30,"family",0
585,2020-04-30,"peel",0
586,2020-04-30,"psw",0
587,2020-04-30,"who",0
588,2020-04-30,"died",-3
589,2020-04-30,"of",0
590,2020-04-30,"covid",0
591,2020-04-30,"19",0
592,2020-04-30,"remembered",0
593,2020-04-30,"as",0
594,2020-04-30,"vibrant",3
595,2020-04-30,"person",0
596,2020-04-30,"with",0
597,2020-04-30,"a",0
598,2020-04-30,"big",1
599,2020-04-30,"heart",0
600,2020-04-30,"https",0
601,2020-04-30,"to",0
602,2020-04-30,"survive",0
603,2020-04-30,"the",0
604,2020-04-30,"covid",0
605,2020-04-30,"19",0
606,2020-04-30,"crisis",-3
607,2020-04-30,"you",0
608,2020-04-30,"have",0
609,2020-04-30,"to",0
610,2020-04-30,"think",0
611,2020-04-30,"long",0
612,2020-04-30,"term",0
613,2020-04-30,"https",0
614,2020-04-30,"t.co",0
615,2020-04-30,"lpztgxfi8u",0
616,2020-04-30,"https",0
617,2020-04-30,"t.co",0
618,2020-04-30,"7o8cimhrsn",0
619,2020-04-30,"rt",0
620,2020-04-30,"voiceoffranky",0
621,2020-04-30,"canada's",0
622,2020-04-30,"early",0
623,2020-04-30,"covid",0
624,2020-04-30,"19",0
625,2020-04-30,"cases",0
626,2020-04-30,"came",0
627,2020-04-30,"from",0
628,2020-04-30,"the",0
629,2020-04-30,"u.s",0
630,2020-04-30,"not",0
631,2020-04-30,"china",0
632,2020-04-30,"provincial",0
633,2020-04-30,"data",0
634,2020-04-30,"shows",0
635,2020-04-30,"https",0
636,2020-04-30,"t.co",0
637,2020-04-30,"gjxx8fqrmc",0
638,2020-04-30,"via",0
639,2020-04-30,"nationalp",0
640,2020-05-01,"rt",0
641,2020-05-01,"adequatehousing",0
642,2020-05-01,"covid",0
643,2020-05-01,"19",0
644,2020-05-01,"has",0
645,2020-05-01,"revealed",0
646,2020-05-01,"something",0
647,2020-05-01,"astonishing",0
648,2020-05-01,"and",0
649,2020-05-01,"ugly",-3
650,2020-05-01,"that",0
651,2020-05-01,"it",0
652,2020-05-01,"takes",0
653,2020-05-01,"a",0
654,2020-05-01,"global",0
655,2020-05-01,"pandemic",0
656,2020-05-01,"that",0
657,2020-05-01,"could",0
658,2020-05-01,"wipe",0
659,2020-05-01,"out",0
660,2020-05-01,"humanity",0
661,2020-05-01,"to",0
662,2020-05-01,"g",0
663,2020-05-01,"good",3
664,2020-05-01,"morning",0
665,2020-05-01,"canada",0
666,2020-05-01,"of",0
667,2020-05-01,"course",0
668,2020-05-01,"we",0
669,2020-05-01,"have",0
670,2020-05-01,"the",0
671,2020-05-01,"latest",0
672,2020-05-01,"headlines",0
673,2020-05-01,"on",0
674,2020-05-01,"the",0
675,2020-05-01,"covid",0
676,2020-05-01,"19",0
677,2020-05-01,"pandemic",0
678,2020-05-01,"all",0
679,2020-05-01,"morning",0
680,2020-05-01,"as",0
681,2020-05-01,"well",0
682,2020-05-01,"sinc",0
683,2020-05-01,"https",0
684,2020-05-01,"t.co",0
685,2020-05-01,"ihiisgxynz",0
686,2020-05-01,"as",0
687,2020-05-01,"meat",0
688,2020-05-01,"plants",0
689,2020-05-01,"shut",0
690,2020-05-01,"down",0
691,2020-05-01,"covid",0
692,2020-05-01,"19",0
693,2020-05-01,"reveals",0
694,2020-05-01,"the",0
695,2020-05-01,"extreme",0
696,2020-05-01,"concentration",0
697,2020-05-01,"of",0
698,2020-05-01,"our",0
699,2020-05-01,"food",0
700,2020-05-01,"supply",0
701,2020-05-01,"https",0
702,2020-05-01,"t.co",0
703,2020-05-01,"sftysvuevh",0
704,2020-05-02,"rt",0
705,2020-05-02,"cp24",0
706,2020-05-02,"there",0
707,2020-05-02,"are",0
708,2020-05-02,"55,061",0
709,2020-05-02,"confirmed",0
710,2020-05-02,"and",0
711,2020-05-02,"presumptive",0
712,2020-05-02,"cases",0
713,2020-05-02,"in",0
714,2020-05-02,"canada",0
715,2020-05-02,"https",0
716,2020-05-02,"t.co",0
717,2020-05-02,"k6oyqmhqnn",0
718,2020-05-02,"rt",0
719,2020-05-02,"kathytglobe",0
720,2020-05-02,"remarkably",0
721,2020-05-02,"detailed",0
722,2020-05-02,"and",0
723,2020-05-02,"intimate",0
724,2020-05-02,"account",0
725,2020-05-02,"of",0
726,2020-05-02,"how",0
727,2020-05-02,"covid",0
728,2020-05-02,"19",0
729,2020-05-02,"ravaged",0
730,2020-05-02,"this",0
731,2020-05-02,"ontario",0
732,2020-05-02,"nursing",0
733,2020-05-02,"home",0
734,2020-05-02,"a",0
735,2020-05-02,"lovely",3
736,2020-05-02,"sad",-2
737,2020-05-02,"tribute",0
738,2020-05-02,"to",0
739,2020-05-02,"peopl",0
740,2020-05-02,"justintrudeau",0
741,2020-05-02,"gatesfoundation",0
742,2020-05-02,"billgates",0
743,2020-05-02,"melindagates",0
744,2020-05-02,"you",0
745,2020-05-02,"are",0
746,2020-05-02,"another",0
747,2020-05-02,"bill",0
748,2020-05-02,"gates",0
749,2020-05-02,"puppet",0
750,2020-05-02,"he",0
751,2020-05-02,"created",0
752,2020-05-02,"the",0
753,2020-05-02,"covid",0
754,2020-05-02,"1",0
755,2020-05-02,"https",0
756,2020-05-02,"t.co",0
757,2020-05-02,"aylkmx6iuz",0
758,2020-05-03,"rt",0
759,2020-05-03,"unimelb",0
760,2020-05-03,"historically",0
761,2020-05-03,"there",0
762,2020-05-03,"is",0
763,2020-05-03,"a",0
764,2020-05-03,"strong",2
765,2020-05-03,"tradition",0
766,2020-05-03,"of",0
767,2020-05-03,"medical",0
768,2020-05-03,"students",0
769,2020-05-03,"volunteering",0
770,2020-05-03,"to",0
771,2020-05-03,"help",2
772,2020-05-03,"during",0
773,2020-05-03,"health",0
774,2020-05-03,"crises",0
775,2020-05-03,"and",0
776,2020-05-03,"disasters",-2
777,2020-05-03,"but",0
778,2020-05-03,"is",0
779,2020-05-03,"i",0
780,2020-05-03,"i've",0
781,2020-05-03,"listened",0
782,2020-05-03,"to",0
783,2020-05-03,"5",0
784,2020-05-03,"times",0
785,2020-05-03,"of",0
786,2020-05-03,"various",0
787,2020-05-03,"segments",0
788,2020-05-03,"of",0
789,2020-05-03,"this",0
790,2020-05-03,"twiv",0
791,2020-05-03,"episode",0
792,2020-05-03,"608",0
793,2020-05-03,"with",0
794,2020-05-03,"dr",0
795,2020-05-03,"daniel",0
796,2020-05-03,"griffin",0
797,2020-05-03,"re",0
798,2020-05-03,"covid19",0
799,2020-05-03,"to",0
800,2020-05-03,"get",0
801,2020-05-03,"https",0
802,2020-05-03,"t.co",0
803,2020-05-03,"mebmgot4hu",0
804,2020-05-03,"northbelle4",0
805,2020-05-03,"covid",0
806,2020-05-03,"19",0
807,2020-05-03,"the",0
808,2020-05-03,"gift",2
809,2020-05-03,"that",0
810,2020-05-03,"just",0
811,2020-05-03,"keeps",0
812,2020-05-03,"on",0
813,2020-05-03,"giving",0
814,2020-05-03,"and",0
815,2020-05-03,"these",0
816,2020-05-03,"folks",0
817,2020-05-03,"are",0
818,2020-05-03,"happy",3
819,2020-05-03,"to",0
820,2020-05-03,"share",1
821,2020-05-03,"death",-2
822,2020-05-03,"openly",0
823,2020-05-03,"with",0
824,2020-05-03,"everyone",0
825,2020-05-03,"apparently",0
826,2020-05-04,"rt",0
827,2020-05-04,"bbcworld",0
828,2020-05-04,"coronavirus",0
829,2020-05-04,"how",0
830,2020-05-04,"covid",0
831,2020-05-04,"19",0
832,2020-05-04,"is",0
833,2020-05-04,"ravaging",0
834,2020-05-04,"india's",0
835,2020-05-04,"newsrooms",0
836,2020-05-04,"https",0
837,2020-05-04,"t.co",0
838,2020-05-04,"gni34asd7k",0
839,2020-05-04,"rt",0
840,2020-05-04,"cbcfletch",0
841,2020-05-04,"here",0
842,2020-05-04,"are",0
843,2020-05-04,"the",0
844,2020-05-04,"latest",0
845,2020-05-04,"covid",0
846,2020-05-04,"19",0
847,2020-05-04,"data",0
848,2020-05-04,"for",0
849,2020-05-04,"alberta",0
850,2020-05-04,"overall",0
851,2020-05-04,"very",0
852,2020-05-04,"similar",0
853,2020-05-04,"to",0
854,2020-05-04,"yesterday's",0
855,2020-05-04,"numbers",0
856,2020-05-04,"96",0
857,2020-05-04,"new",0
858,2020-05-04,"cases",0
859,2020-05-04,"in",0
860,2020-05-04,"past",0
861,2020-05-04,"24",0
862,2020-05-04,"hrs",0
863,2020-05-04,"in",0
864,2020-05-04,"the",0
865,2020-05-04,"midst",0
866,2020-05-04,"of",0
867,2020-05-04,"the",0
868,2020-05-04,"covid",0
869,2020-05-04,"19",0
870,2020-05-04,"pandemic",0
871,2020-05-04,"the",0
872,2020-05-04,"brokenness",0
873,2020-05-04,"of",0
874,2020-05-04,"our",0
875,2020-05-04,"local",0
876,2020-05-04,"food",0
877,2020-05-04,"system",0
878,2020-05-04,"is",0
879,2020-05-04,"finally",0
880,2020-05-04,"exposed",-1
881,2020-05-04,"without",0
882,2020-05-04,"a",0
883,2020-05-04,"mask",0
884,2020-05-04,"https",0
885,2020-05-04,"t.co",0
886,2020-05-04,"sc8geq1ejo",0
887,2020-05-05,"kotakbankltd",0
888,2020-05-05,"well",0
889,2020-05-05,"it",0
890,2020-05-05,"was",0
891,2020-05-05,"a",0
892,2020-05-05,"suggestion",0
893,2020-05-05,"to",0
894,2020-05-05,"do",0
895,2020-05-05,"such",0
896,2020-05-05,"formalities",0
897,2020-05-05,"through",0
898,2020-05-05,"video",0
899,2020-05-05,"call",0
900,2020-05-05,"like",2
901,2020-05-05,"international",0
902,2020-05-05,"banks",0
903,2020-05-05,"does",0
904,2020-05-05,"a",0
905,2020-05-05,"https",0
906,2020-05-05,"t.co",0
907,2020-05-05,"odo2bj4fvf",0
908,2020-05-05,"rt",0
909,2020-05-05,"kp_md2018",0
910,2020-05-05,"this",0
911,2020-05-05,"alberta",0
912,2020-05-05,"read",0
913,2020-05-05,"this",0
914,2020-05-05,"our",0
915,2020-05-05,"cases",0
916,2020-05-05,"are",0
917,2020-05-05,"still",0
918,2020-05-05,"increasing",0
919,2020-05-05,"our",0
920,2020-05-05,"curve",0
921,2020-05-05,"is",0
922,2020-05-05,"still",0
923,2020-05-05,"curving",0
924,2020-05-05,"but",0
925,2020-05-05,"our",0
926,2020-05-05,"hospitals",0
927,2020-05-05,"are",0
928,2020-05-05,"more",0
