"index","created_at","word","value"
361,2020-04-26,"we",0
362,2020-04-26,"view",0
363,2020-04-26,"things",0
364,2020-04-26,"i",0
365,2020-04-26,"am",0
366,2020-04-26,"so",0
367,2020-04-26,"happy",3
368,2020-04-26,"to",0
369,2020-04-26,"see",0
370,2020-04-26,"the",0
371,2020-04-26,"immense",0
372,2020-04-26,"appreciation",2
373,2020-04-26,"for",0
374,2020-04-26,"the",0
375,2020-04-26,"working",0
376,2020-04-26,"of",0
377,2020-04-26,"sanitation",0
378,2020-04-26,"workers",0
379,2020-04-27,"rt",0
380,2020-04-27,"prasantiseni",0
381,2020-04-27,"lets_foundation",0
382,2020-04-27,"ktrtrs",0
383,2020-04-27,"tscsoffice",0
384,2020-04-27,"telanganacmo",0
385,2020-04-27,"shantathoutam",0
386,2020-04-27,"pallavipriya_",0
387,2020-04-27,"sureshkumarakk1",0
388,2020-04-27,"ghmconline",0
389,2020-04-27,"bonthuramm",0
390,2020-04-27,"rt",0
391,2020-04-27,"lokeshchugh09",0
392,2020-04-27,"thank",2
393,2020-04-27,"you",0
394,2020-04-27,"kbeat",0
395,2020-04-27,"for",0
396,2020-04-27,"featuring",0
397,2020-04-27,"nsui",0
398,2020-04-27,"nsuidelhi",0
399,2020-04-27,"for",0
400,2020-04-27,"the",0
401,2020-04-27,"demands",-1
402,2020-04-27,"we",0
403,2020-04-27,"kept",0
404,2020-04-27,"in",0
405,2020-04-27,"front",0
406,2020-04-27,"of",0
407,2020-04-27,"ugc",0
408,2020-04-27,"for",0
409,2020-04-27,"promoting",1
410,2020-04-27,"students",0
411,2020-04-27,"of",0
412,2020-04-27,"1st",0
413,2020-04-27,"an",0
414,2020-04-27,"rt",0
415,2020-04-27,"bjp4bengal",0
416,2020-04-27,"join",1
417,2020-04-27,"wb",0
418,2020-04-27,"doctor",0
419,2020-04-27,"forum",0
420,2020-04-27,"at",0
421,2020-04-27,"11am",0
422,2020-04-27,"to",0
423,2020-04-27,"demand",-1
424,2020-04-27,"that",0
425,2020-04-27,"unfortunate",0
426,2020-04-27,"death",-2
427,2020-04-27,"of",0
428,2020-04-27,"dr",0
429,2020-04-27,"biplab",0
430,2020-04-27,"dasgupta",0
431,2020-04-27,"assistant",0
432,2020-04-27,"director",0
433,2020-04-27,"of",0
434,2020-04-27,"health",0
435,2020-04-27,"services",0
436,2020-04-28,"we",0
437,2020-04-28,"support",2
438,2020-04-28,"lockdown",0
439,2020-04-28,"we",0
440,2020-04-28,"support",2
441,2020-04-28,"social",0
442,2020-04-28,"physical",0
443,2020-04-28,"distancing",0
444,2020-04-28,"we",0
445,2020-04-28,"support",2
446,2020-04-28,"all",0
447,2020-04-28,"things",0
448,2020-04-28,"regarding",0
449,2020-04-28,"to",0
450,2020-04-28,"prevent",-1
451,2020-04-28,"covid",0
452,2020-04-28,"19",0
453,2020-04-28,"vi",0
454,2020-04-28,"https",0
455,2020-04-28,"t.co",0
456,2020-04-28,"viszkzk1mr",0
457,2020-04-28,"rt",0
458,2020-04-28,"ajeetmahale",0
459,2020-04-28,"prof",0
460,2020-04-28,"anand",0
461,2020-04-28,"teltumbde",0
462,2020-04-28,"is",0
463,2020-04-28,"70",0
464,2020-04-28,"years",0
465,2020-04-28,"and",0
466,2020-04-28,"mr",0
467,2020-04-28,"gautam",0
468,2020-04-28,"navlakha",0
469,2020-04-28,"is",0
470,2020-04-28,"67",0
471,2020-04-28,"years",0
472,2020-04-28,"old",0
473,2020-04-28,"they",0
474,2020-04-28,"surrendered",0
475,2020-04-28,"before",0
476,2020-04-28,"the",0
477,2020-04-28,"nia",0
478,2020-04-28,"in",0
479,2020-04-28,"mumbai",0
480,2020-04-28,"and",0
481,2020-04-28,"d",0
482,2020-04-28,"rt",0
483,2020-04-28,"narendramodi",0
484,2020-04-28,"discussed",0
485,2020-04-28,"covid",0
486,2020-04-28,"19",0
487,2020-04-28,"pandemic",0
488,2020-04-28,"with",0
489,2020-04-28,"good",3
490,2020-04-28,"friend",0
491,2020-04-28,"president",0
492,2020-04-28,"jokowi",0
493,2020-04-28,"as",0
494,2020-04-28,"close",0
495,2020-04-28,"maritime",0
496,2020-04-28,"neighbours",0
497,2020-04-28,"and",0
498,2020-04-28,"compreshensive",0
499,2020-04-28,"strategic",0
500,2020-04-29,"tradersschoice",0
501,2020-04-29,"adag",0
502,2020-04-29,"if",0
503,2020-04-29,"they",0
504,2020-04-29,"announce",0
505,2020-04-29,"covid",0
506,2020-04-29,"19",0
507,2020-04-29,"testing",0
508,2020-04-29,"it",0
509,2020-04-29,"will",0
510,2020-04-29,"be",0
511,2020-04-29,"construed",0
512,2020-04-29,"as",0
513,2020-04-29,"testing",0
514,2020-04-29,"its",0
515,2020-04-29,"remaining",0
516,2020-04-29,"employees",0
517,2020-04-29,"l",0
518,2020-04-29,"https",0
519,2020-04-29,"t.co",0
520,2020-04-29,"pxecqovljg",0
521,2020-04-29,"rt",0
522,2020-04-29,"captjasdeep",0
523,2020-04-29,"quite",0
524,2020-04-29,"a",0
525,2020-04-29,"distrurbing",0
526,2020-04-29,"fact",0
527,2020-04-29,"brought",0
528,2020-04-29,"to",0
529,2020-04-29,"light",0
530,2020-04-29,"by",0
531,2020-04-29,"un",0
532,2020-04-29,"chief",0
533,2020-04-29,"ripple",0
534,2020-04-29,"effects",0
535,2020-04-29,"of",0
536,2020-04-29,"lockdown",0
537,2020-04-29,"naxalsim",0
538,2020-04-29,"and",0
539,2020-04-29,"threat",-2
540,2020-04-29,"therafter",0
541,2020-04-29,"due",0
542,2020-04-29,"to",0
543,2020-04-29,"e4mevents",0
544,2020-04-29,"e4mwebinar",0
545,2020-04-29,"topic",0
546,2020-04-29,"world",0
547,2020-04-29,"beyond",0
548,2020-04-29,"covid",0
549,2020-04-29,"19",0
550,2020-04-29,"a",0
551,2020-04-29,"boon",0
552,2020-04-29,"and",0
553,2020-04-29,"a",0
554,2020-04-29,"bane",0
555,2020-04-29,"for",0
556,2020-04-29,"the",0
557,2020-04-29,"medi",0
558,2020-04-29,"https",0
559,2020-04-29,"t.co",0
560,2020-04-29,"arbzexfeob",0
561,2020-04-30,"rt",0
562,2020-04-30,"oic_oci",0
563,2020-04-30,"oiccountriescombatcovid19",0
564,2020-04-30,"pregnant",0
565,2020-04-30,"and",0
566,2020-04-30,"worried",-3
567,2020-04-30,"about",0
568,2020-04-30,"coronavirus",0
569,2020-04-30,"stay",0
570,2020-04-30,"safe",1
571,2020-04-30,"with",0
572,2020-04-30,"these",0
573,2020-04-30,"tips",0
574,2020-04-30,"covid19",0
575,2020-04-30,"covid",0
576,2020-04-30,"ー",0
577,2020-04-30,"19",0
578,2020-04-30,"covid__19",0
579,2020-04-30,"rt",0
580,2020-04-30,"tejaswinim007",0
581,2020-04-30,"chess",0
582,2020-04-30,"checkmate",0
583,2020-04-30,"covid",0
584,2020-04-30,"is",0
585,2020-04-30,"a",0
586,2020-04-30,"brilliant",4
587,2020-04-30,"initiative",0
588,2020-04-30,"by",0
589,2020-04-30,"plaympl",0
590,2020-04-30,"and",0
591,2020-04-30,"karnataka",0
592,2020-04-30,"govt",0
593,2020-04-30,"ctravi_bjp",0
594,2020-04-30,"time",0
595,2020-04-30,"to",0
596,2020-04-30,"play",0
597,2020-04-30,"chess",0
598,2020-04-30,"and",0
599,2020-04-30,"share",1
600,2020-04-30,"rt",0
601,2020-04-30,"amankayamhai_et",0
602,2020-04-30,"pm",0
603,2020-04-30,"modi",0
604,2020-04-30,"today",0
605,2020-04-30,"held",0
606,2020-04-30,"a",0
607,2020-04-30,"comprehensive",2
608,2020-04-30,"meeting",0
609,2020-04-30,"to",0
610,2020-04-30,"discuss",0
611,2020-04-30,"strategies",0
612,2020-04-30,"to",0
613,2020-04-30,"attract",1
614,2020-04-30,"more",0
615,2020-04-30,"foreign",0
616,2020-04-30,"investments",0
617,2020-04-30,"into",0
618,2020-04-30,"india",0
619,2020-04-30,"as",0
620,2020-04-30,"wel",0
621,2020-05-01,"rt",0
622,2020-05-01,"seekingn0rth",0
623,2020-05-01,"sowmyaciyer",0
624,2020-05-01,"_arjunmohan_",0
625,2020-05-01,"arvindrp",0
626,2020-05-01,"bhavanamittal",0
627,2020-05-01,"mohitgoel75",0
628,2020-05-01,"seekingnorth",0
629,2020-05-01,"sapna24desai",0
630,2020-05-01,"ghoshshanai",0
631,2020-05-01,"shibudotcom",0
632,2020-05-01,"a",0
633,2020-05-01,"rt",0
634,2020-05-01,"sivaetb",0
635,2020-05-01,"tamilnadu",0
636,2020-05-01,"appoints",0
637,2020-05-01,"seasoned",0
638,2020-05-01,"ias",0
639,2020-05-01,"officer",0
640,2020-05-01,"j",0
641,2020-05-01,"radhakrishnan",0
642,2020-05-01,"as",0
643,2020-05-01,"special",0
644,2020-05-01,"nodal",0
645,2020-05-01,"officer",0
646,2020-05-01,"for",0
647,2020-05-01,"chennaicorporation",0
648,2020-05-01,"to",0
649,2020-05-01,"deal",0
650,2020-05-01,"with",0
651,2020-05-01,"covid_",0
652,2020-05-01,"5",0
653,2020-05-01,"itbp",0
654,2020-05-01,"personnel",0
655,2020-05-01,"test",0
656,2020-05-01,"positive",2
657,2020-05-01,"for",0
658,2020-05-01,"covid",0
659,2020-05-01,"19",0
660,2020-05-01,"at",0
661,2020-05-01,"least",0
662,2020-05-01,"90",0
663,2020-05-01,"troops",0
664,2020-05-01,"quarantined",0
665,2020-05-01,"officials",0
666,2020-05-01,"pti",0
667,2020-05-02,"rt",0
668,2020-05-02,"amitshah",0
669,2020-05-02,"who",0
670,2020-05-02,"else",0
671,2020-05-02,"can",0
672,2020-05-02,"understand",0
673,2020-05-02,"the",0
674,2020-05-02,"importance",2
675,2020-05-02,"of",0
676,2020-05-02,"keeping",0
677,2020-05-02,"our",0
678,2020-05-02,"motherland",0
679,2020-05-02,"safe",1
680,2020-05-02,"than",0
681,2020-05-02,"our",0
682,2020-05-02,"armed",0
683,2020-05-02,"forces",0
684,2020-05-02,"kudos",3
685,2020-05-02,"to",0
686,2020-05-02,"the",0
687,2020-05-02,"cds",0
688,2020-05-02,"and",0
689,2020-05-02,"our",0
690,2020-05-02,"armed",0
691,2020-05-02,"rt",0
692,2020-05-02,"arya_star12",0
693,2020-05-02,"doctors",0
694,2020-05-02,"police",0
695,2020-05-02,"media",0
696,2020-05-02,"people",0
697,2020-05-02,"vegetable",0
698,2020-05-02,"seller",0
699,2020-05-02,"and",0
700,2020-05-02,"many",0
701,2020-05-02,"other",0
702,2020-05-02,"frontline",0
703,2020-05-02,"coronawarriors",0
704,2020-05-02,"are",0
705,2020-05-02,"getting",0
706,2020-05-02,"checked",0
707,2020-05-02,"for",0
708,2020-05-02,"covid__1",0
709,2020-05-02,"finally",0
710,2020-05-02,"the",0
711,2020-05-02,"narendramodi",0
712,2020-05-02,"gave",0
713,2020-05-02,"tribute",0
714,2020-05-02,"to",0
715,2020-05-02,"the",0
716,2020-05-02,"legendary",0
717,2020-05-02,"actor",0
718,2020-05-02,"rishikapoorji",0
719,2020-05-02,"by",0
720,2020-05-02,"opening",0
721,2020-05-02,"up",0
722,2020-05-02,"the",0
723,2020-05-02,"liquor",0
724,2020-05-02,"outlets",0
725,2020-05-02,"acros",0
726,2020-05-02,"https",0
727,2020-05-02,"t.co",0
728,2020-05-02,"icy2uaupej",0
729,2020-05-03,"now",0
730,2020-05-03,"in",0
731,2020-05-03,"lockdown",0
732,2020-05-03,"1",0
733,2020-05-03,"karnataka",0
734,2020-05-03,"11",0
735,2020-05-03,"arrested",-3
736,2020-05-03,"in",0
737,2020-05-03,"kolar",0
738,2020-05-03,"for",0
739,2020-05-03,"offering",0
740,2020-05-03,"namaz",0
741,2020-05-03,"in",0
742,2020-05-03,"mosque",0
743,2020-05-03,"2",0
744,2020-05-03,"up",0
745,2020-05-03,"police",0
746,2020-05-03,"booked",0
747,2020-05-03,"19",0
748,2020-05-03,"people",0
749,2020-05-03,"https",0
750,2020-05-03,"t.co",0
751,2020-05-03,"e3rucs0eui",0
752,2020-05-03,"rt",0
753,2020-05-03,"rajnathsingh",0
754,2020-05-03,"the",0
755,2020-05-03,"armed",0
756,2020-05-03,"forces",0
757,2020-05-03,"today",0
758,2020-05-03,"have",0
759,2020-05-03,"organised",0
760,2020-05-03,"several",0
761,2020-05-03,"activities",0
762,2020-05-03,"to",0
763,2020-05-03,"show",0
764,2020-05-03,"their",0
765,2020-05-03,"respect",0
766,2020-05-03,"and",0
767,2020-05-03,"express",0
768,2020-05-03,"gratitude",0
769,2020-05-03,"towards",0
770,2020-05-03,"the",0
771,2020-05-03,"corona",0
772,2020-05-03,"w",0
773,2020-05-03,"covid",0
774,2020-05-03,"19",0
775,2020-05-03,"impact",0
776,2020-05-03,"amp",0
777,2020-05-03,"beyond",0
778,2020-05-03,"lifesciences",0
779,2020-05-03,"innovation",1
780,2020-05-03,"amp",0
781,2020-05-03,"investment",0
782,2020-05-03,"biosectrx",0
783,2020-05-03,"covid19",0
784,2020-05-03,"covid_19",0
785,2020-05-03,"https",0
786,2020-05-03,"t.co",0
787,2020-05-03,"yylvyhleju",0
788,2020-05-04,"while",0
789,2020-05-04,"the",0
790,2020-05-04,"covid",0
791,2020-05-04,"19",0
792,2020-05-04,"pandemic",0
793,2020-05-04,"has",0
794,2020-05-04,"brought",0
795,2020-05-04,"uncertainty",0
796,2020-05-04,"in",0
797,2020-05-04,"the",0
798,2020-05-04,"job",0
799,2020-05-04,"market",0
800,2020-05-04,"experts",0
801,2020-05-04,"have",0
802,2020-05-04,"highlighted",0
803,2020-05-04,"that",0
804,2020-05-04,"there",0
805,2020-05-04,"are",0
806,2020-05-04,"new",0
807,2020-05-04,"https",0
808,2020-05-04,"t.co",0
809,2020-05-04,"s8rqmye56m",0
810,2020-05-04,"rt",0
811,2020-05-04,"bopinion",0
812,2020-05-04,"locusts",0
813,2020-05-04,"have",0
814,2020-05-04,"damaged",0
815,2020-05-04,"more",0
816,2020-05-04,"than",0
817,2020-05-04,"25",0
818,2020-05-04,"million",0
819,2020-05-04,"hectares",0
820,2020-05-04,"of",0
821,2020-05-04,"farmland",0
822,2020-05-04,"in",0
823,2020-05-04,"ethiopia",0
824,2020-05-04,"kenya",0
825,2020-05-04,"and",0
826,2020-05-04,"somalia",0
827,2020-05-04,"worse",-3
828,2020-05-04,"is",0
829,2020-05-04,"to",0
830,2020-05-04,"come",0
831,2020-05-04,"but",0
832,2020-05-04,"the",0
833,2020-05-04,"co",0
834,2020-05-04,"appolice100",0
835,2020-05-04,"sir",0
836,2020-05-04,"this",0
837,2020-05-04,"is",0
838,2020-05-04,"mallikarjunreddy",0
839,2020-05-04,"sura",0
840,2020-05-04,"from",0
841,2020-05-04,"kadapa",0
842,2020-05-04,"applied",0
843,2020-05-04,"for",0
844,2020-05-04,"epass",0
845,2020-05-04,"on",0
846,2020-05-04,"20",0
847,2020-05-04,"04",0
848,2020-05-04,"2020",0
849,2020-05-04,"i",0
850,2020-05-04,"am",0
851,2020-05-04,"working",0
852,2020-05-04,"in",0
853,2020-05-04,"phar",0
854,2020-05-04,"https",0
855,2020-05-04,"t.co",0
856,2020-05-04,"etwula8fy6",0
857,2020-05-05,"rt",0
858,2020-05-05,"sanjayjavin",0
859,2020-05-05,"biharfightscorona",0
860,2020-05-05,"1st",0
861,2020-05-05,"update",0
862,2020-05-05,"of",0
863,2020-05-05,"the",0
864,2020-05-05,"day",0
865,2020-05-05,"1",0
866,2020-05-05,"more",0
867,2020-05-05,"covid",0
868,2020-05-05,"19",0
869,2020-05-05,"ve",0
870,2020-05-05,"cases",0
871,2020-05-05,"in",0
872,2020-05-05,"bihar",0
873,2020-05-05,"taking",0
874,2020-05-05,"the",0
875,2020-05-05,"total",0
876,2020-05-05,"to",0
877,2020-05-05,"529",0
878,2020-05-05,"details",0
879,2020-05-05,"are",0
880,2020-05-05,"as",0
881,2020-05-05,"below",0
882,2020-05-05,"mayawati",0
883,2020-05-05,"says",0
884,2020-05-05,"if",0
885,2020-05-05,"the",0
886,2020-05-05,"government",0
887,2020-05-05,"is",0
888,2020-05-05,"unable",0
889,2020-05-05,"to",0
890,2020-05-05,"send",0
891,2020-05-05,"them",0
892,2020-05-05,"home",0
893,2020-05-05,"for",0
894,2020-05-05,"free",1
895,2020-05-05,"then",0
896,2020-05-05,"bsp",0
897,2020-05-05,"will",0
898,2020-05-05,"pitch",0
899,2020-05-05,"in",0
900,2020-05-05,"https",0
901,2020-05-05,"t.co",0
902,2020-05-05,"jtnnpcmsoa",0
903,2020-05-05,"routineimmunization",0
904,2020-05-05,"services",0
905,2020-05-05,"seems",0
906,2020-05-05,"to",0
907,2020-05-05,"be",0
908,2020-05-05,"picking",0
909,2020-05-05,"up",0
910,2020-05-05,"to",0
911,2020-05-05,"catch",0
912,2020-05-05,"up",0
913,2020-05-05,"the",0
914,2020-05-05,"left",0
